gene_symbol
LINC02587
TWIST1
DNAH11
RAPGEF5
IL6
NPY
HOTAIRM1
HOXA3
HOXA-AS3
HOXA10-AS
CREB5
INMT
AOAH
ELMO1
ELMO1-AS1
TRGC1
TRGV7
INHBA
AEBP1
MYL7
RAMP3
IKZF1
LINC01446
EGFR
EGFR-AS1
TPST1
AUTS2
ELN
HIP1
HSPB1
HGF
PCLO
SEMA3D
ABCB1
RUNDC3B
STEAP4
ZNF804B
SAMD9
SAMD9L
TFPI2
COL1A2
PON3
PDK4
DLX6-AS1
TAC1
BHLHA15
ACHE
SERPINE1
VGF
NAT16
LHFPL3
CDHR3
PIK3CG
SLC26A3
FOXP2
CFTR-AS1
KCND2
PTPRZ1
CADPS2
SLC13A1
LMOD2
HYAL4
SPAM1
FLNC
FLNC-AS1
KCP
LINC00513
PLXNA4
CALD1
AGBL3
PTN
ZC3HAV1
TBXAS1
DENND2A
TMEM178B
TAS2R5
FAM131B
ZNF467
GIMAP7
GIMAP4
GIMAP2
GIMAP1
NOS3
ATG9B
PRKAG2
MXRA5
PRKX
PRKX-AS1
NLGN4X
MID1
ARHGAP6
FRMPD4
LINC02154
NHS
LINC01456
CNKSR2
PTCHD1-AS
DDX53
PTCHD1
IL1RAPL1
MAGEB16
CFAP47
TSPAN7
PINCR
MAOA
KDM6A
LINC01204
SLC38A5
XAGE2
ALAS2
PAGE2B
OPHN1
STARD8
EDA
LINC00891
CITED1
PABPC1L2A
XIST
MIR325HG
CYSLTR1
GPR174
ITM2A
HMGN5
SH3BGRL
KLHL4
PABPC5
PCDH11X
DIAPH2-AS1
SRPX2
RAB40AL
TCEAL7
NRK
SERPINA7
AMMECR1
LHFPL1
PLS3
AGTR2
ATP1B4
GRIA3
PRR32
ARHGAP36
RAP2C-AS1
CT55
FHL1
ADGRG4
BRS3
VGLL1
ZIC3
FGF13
FGF13-AS1
SLITRK4
SLITRK2
MAGEA6
PNMA6E
ZFP92
HAUS7
BGN
ATP2B3
AVPR2
OPN1MW2
SMIM9
RAB39B
CSMD1
DEFB1
USP17L4
PRAG1
C8orf74
MSR1
LPL
LZTS1
EGR3
TNFRSF10D
NEFM
EBF2
PNMA2
LINC00589
PURG
NRG1
TACC1
ADAM2
TCIM
ZMAT4
SFRP1
SNAI2
SOX17
XKR4
PENK
CA8
PPP1R42
PREX2
LINC01592
SULF1
MSC-AS1
TRPA1
SBSPON
PI15
CRISPLD1
CASC9
HEY1
FABP5
FABP4
RALYL
ATP6V0D2
MMP16
GEM
UQCRB
OSR2
SNX31
NCALD
BAALC-AS2
RIMS2
ABRA
ANGPT1
PKHD1L1
LINC02237
EXT1
SAMD12
FER1L6-AS2
LINC00861
ADCY8
OC90
KCNQ3
SLA
LINC02055
FAM135B
GPR20
LINC00051
ADGRB1
ARC
LY6K
LY6D
MAPK15
DOCK8
GLIS3
JAK2
IL33
PTPRD
LURAP1L
CER1
FREM1
BNC2
BNC2-AS1
ADAMTSL1
SAXO1
MLLT3
IFNA17
IFNE
TEK
TMEM215
CCL21
SIT1
SPAAR
GLIPR2
BMS1P14
CNTNAP3B
TRPM3
LINC01504
ANXA1
PRUNE2
PCA3
GNA14-AS1
GNAQ
NTRK2
CKS2
GADD45G
SYK
CENPP
COL15A1
NR4A3
CYLC2
LINC01505
SVEP1
LPAR1
KIAA1958
ZNF618
KIF12
TNFSF8
TNC
ASTN2
LHX6
PTGS1
WDR38
SH2D3C
ENG
DNM1
PKN3
AIF1L
PRRT1B
ABO
DBH
DBH-AS1
LINC02247
COL5A1
FCN1
EGFL7
CLIC3
FUT7
ENTPD2
RNF224
SLC34A3
PGGHG
IFITM3
B4GALNT4
IFITM10
LSP1
TNNT3
IGF2-AS
ASCL2
KCNQ1DN
CDKN1C
OR51D1
OR51E1
OR51G2
HBB
HBD
TRIM22
CNGA4
DCHS1
LYVE1
LINC02547
RRAS2
CALCA
CSRP3
NAV2-AS4
SLC17A6
LUZP2
FIBIN
BBOX1-AS1
BDNF
DEPDC7
KIAA1549L
ABTB2
CD44
PAMR1
FJX1
LDLRAD3
PRR5L
C11orf96
CHST1
MDK
TRIM48
OR9G1
TNKS1BP1
P2RX3
PRG3
YPEL4
GLYATL2
DTX4
MPEG1
MS4A6A
MS4A4E
MS4A4A
MS4A14
MS4A1
MS4A10
PTGDR2
ZP1
TMEM132A
CD6
PGA3
LRRC10B
FEN1
FTH1
WDR74
SLC22A9
LGALS12
NEAT1
CTSW
CST6
TCIRG1
ANO1
KRTAP5-7
KRTAP5-10
DEFB108B
FOLR2
KCNE3
SLCO2B1
LRRC32
GDPD4
GAB2
SYTL2
CTSC
GRM5
TYR
NOX4
FAT3
MAML2
MMP1
MMP3
PDGFD
LINC02552
GRIA4
GUCY1A2
SLN
LAYN
CRYAB
ANKK1
NNMT
DSCAML1
FXYD2
FXYD6-FXYD2
IL10RA
CD3D
THY1
OAF
UBASH3B
OR8B2
NRGN
VSIG2
ESAM
ROBO3
ROBO4
HEPN1
FLI1
B3GAT1
ADARB2
UCN3
TUBAL3
ITIH5
GATA3
GATA3-AS1
CAMK1D
CCDC3
ITGA8
VIM
ST8SIA6
MRC1
PLXDC2
GJD4
FXYD4
LINC00840
CXCL12
ANXA8L1
GDF10
RBP3
FAM170B
PCDH15
BICC1
TMEM26-AS1
SRGN
HKDC1
LRMDA
SFTPA2
PLAC9
LRIT2
BMPR1A
ADIRF
PAPSS2
LIPN
ACTA2
FAS
CH25H
HTR7
ANKRD1
LINC00502
PPP1R3C
HHEX
RBP4
PLCE1
CYP2C18
ENTPD1-AS1
ANKRD2
MARVELD1
KAZALD1
LINC01435
PDCD4-AS1
ADRA2A
NRAP
AFAP1L2
ATRNL1
MIR3663HG
EMX2
GRK5
C10orf120
FAM24B
FAM24A
CPXM2
CHST15
MKI67
EBF3
LINC01164
NKX6-2
KNDC1
VENTX
IQSEC3
KCNA5
NTF3
ANO2
VWF
CD9
ACRBP
GPR162
PTPN6
C1RL-AS1
CD163
SLC2A3
MFAP5
A2M
CD69
KLRF1
CLEC2B
KLRF2
CLEC2A
CLEC1A
CLEC7A
KLRD1
KLRC4-KLRK1
APOLD1
EMP1
MGP
ERP27
ARHGDIB
RERG
EPS8
MGST1
LMO3
RERGL
LINC02468
SLCO1C1
SLCO1B1
SLCO1A2
IAPP
GYS2
SOX5
LMNTD1
PTHLH
OVCH1-AS1
TMTC1
SYT10
CPNE8
PDZRN4
PRICKLE1
AMIGO2
PCED1B
ANP32D
OR8S1
DHH
PRPH
FMNL3
AQP2
AQP5
NR4A1
LINC00592
KRT81
KRT85
KRT1
HOXC12
HOTAIR
NFE2
NCKAP1L
PDE1B
TESPA1
OR9K2
AGAP2
LINC02388
AVPR1A
IRAK3
GRIP1
IFNG-AS1
MDM2
CPM
PTPRB
PTPRR
TRHDE
SYT1
OTOGL
PTPRQ
TMTC2
ALX1
MGAT4C
KITLG
DUSP6
POC1B-GALNT4
LINC02392
LUM
DCN
LINC02391
LINC02409
ANKS1B
GAS2L3
DRAM1
IGF1
TXNRD1
CHST11
CKAP4
ASCL4
CMKLR1
CCDC63
MYL2
OAS1
OAS3
OAS2
TMEM233
CABP1
UBC
LINC02376
FZD10
LINC01257
LRCOL1
LINC00540
TNFRSF19
C1QTNF9
PDX1
URAD
FLT3
FLT1
BRCA2
KL
DCLK1
EXOSC8
POSTN
RGCC
EPSTI1
TUSC8
LCP1
CYSLTR2
INTS6
PCDH8
LINC01065
LINC00558
PRR20C
PCDH17
LINC00459
PCDH9
DACH1
LMO7DN
KCTD12
POU4F1
LINC00564
SLITRK6
LINC01047
LINC02336
LINC01049
GPC5
GPC6
ABCC4
HS6ST3
FARP1
DOCK9
ZIC2
ITGBL1
FGF14
CCDC168
LINC00460
EFNB2
COL4A1
LINC00368
TMEM255B
C13orf46
LINC01297
OR4K13
KLHL33
PNP
RNASE6
TRAV3
TRAV8-5
TRAV17
TRDC
IL25
MYH6
DHRS2
CPNE6
ADCY4
NFATC4
NYNRIN
GZMB
LINC02306
LINC02293
PRKD1
NPAS3
EGLN3
PAX9
SLC25A21
SSTR1
CLEC14A
LINC00639
LRFN5
FSCB
MDGA2
GNG2
PTGDR
BMP4
PELI2
OTX2
DACT1
LINC01500
RTN1
PRKCH
SYT16
RHOJ
RAD51B
ACTN1
SMOC1
SLC8A3
FAM161B
LTBP2
FOS
VASH1
NGB
NRXN3
DIO2
STON2
FLRT2
LINC02328
LINC02316
LINC02296
KCNK13
LINC00642
CCDC88C
TC2N
FBLN5
IFI27
GSC
CLMN
TCL1A
TUNAR
BDKRB1
DEGS2
DLK1
MEG8
MEG9
LINC02285
HSP90AA1
EXOC3L4
LINC00677
GPR132
CRIP1
IGHE
IGHG4
IGHGP
IGHA1
IGHG1
IGHG3
IGHD
IGHM
FAM30A
IGHV3-30
IGHV3-74
IGHV3-75
GOLGA6L22
MAGEL2
SNRPN
ATP10A
LINC02248
GOLGA8G
FMN1
ACTC1
DPH6-DT
THBS1
GPR176
EIF2AK4
RHOV
DLL4
EPB42
CKMT1B
CKMT1A
FRMD5
PATL2
B2M
DUOXA2
SLC12A1
FBN1
ATP8B4
HDC
WDR72
ALDH1A2
RORA
C2CD4B
CA12
CILP
ISLR
CYP1A2
PSTPIP1
LINGO1
CFAP161
LINC01583
ADAMTSL3
LINC01584
AGBL1
MIR9-3HG
SV2B
CRAT37
LINC02207
MCTP2
LINC00924
NR2F2-AS1
NR2F2
LINC02253
LRRK1
PCSK6
HBM
HBA2
HBA1
SOX8
TPSG1
TPSAB1
TPSD1
IL32
MYH11
ITPRIPL2
UMOD
ACSM3
ACSM1
HS3ST2
IL4R
APOBR
SEZ6L2
CORO1A
VKORC1
ITGAX
AHSP
LINC02190
LINC00273
LINC02133
CBLN1
ADCY7
SNX20
NOD2
SALL1
MMP2
LPCAT2
MT2A
MT1M
MT1A
MT1G
MT1H
MT1X
CETP
CX3CL1
ADGRG1
LINC02137
LINC02141
CDH11
CDH5
RRAD
EXOC3L1
TPPP3
CDH1
ZFHX3
CTRB2
WWOX
MAF
CENPN
PLCG2
HSD17B2
CDH13
SLC38A8
IRF8
LINC02132
LINC02135
FOXF1
FOXC2
FOXL1
PIEZO1
CBFA2T3
SLC22A31
DOC2B
LINC02091
NXN
SLC43A2
HIC1
CYB5D2
ZMYND15
VMO1
C17orf107
NLRP1
C17orf100
XAF1
MIR497HG
BCL6B
CLEC10A
CLDN7
TMEM95
TNFSF13
SENP3
SHBG
HES7
ARHGEF15
SPDYE4
PIK3R5
NTN1
GAS7
MYH4
MYH2
HS3ST3A1
RASD1
SMCR2
GRAP
GRAPL
RNF112
ALDH3A1
SPECC1
KSR1
LGALS9
RAB34
PIPOX
EVI2B
MYO1D
CCL2
CCL8
CCL13
SLFN5
SLFN11
SLFN12
SLFN13
CCL3
CCL4
CCL3L3
CCL4L2
LINC02079
PLXDC1
STAC2
NEUROD2
TCAP
CSF3
TOP2A
IGFBP4
CCR7
KRT26
KRT19
KRT14
KRT16
KRT17
FKBP10
DHX58
RAMP2
MEOX1
SOST
SLC4A1
FAM171A2
ITGA2B
MYL4
HOXB2
HOXB-AS1
HOXB3
GNGT2
NGFR
TMEM92-AS1
C17orf67
OR4D2
TEX14
PPM1E
CA4
TBX2-AS1
TBX2
MRC2
ACE
PRR29
ICAM2
PECAM1
PITPNC1
FAM20A
LINC01482
ABCA9-AS1
ABCA6
ABCA10
MAP2K6
KCNJ16
SSTR2
CD300LB
FADS6
CYGB
DNAH17
NPTX1
ACTG1
CD7
SECTM1
COLEC12
LINC01904
MYL12A
DLGAP1
L3MBTL4
SLC35G4
LDLRAD4
GREB1L
LINC01915
AQP4-AS1
CHST9
KIAA1328
LINC01901
KC6
SYT4
SETBP1
SLC14A2-AS1
SLC14A1
MAPK4
CCDC68
LINC01929
TCF4
TCF4-AS1
LINC01415
ST8SIA3
ONECUT2
ATP8B1
LINC01897
CCBE1
PMAIP1
CDH20
RNF152
BCL2
CDH19
CNDP1
LINC01896
SALL3
KCNG2
TRIB3
TCF15
SIRPB2
TGM3
ZNF343
CPXM1
ADAM33
SIGLEC1
HSPA12B
LINC01433
RASSF2
CHGB
PLCB1
LAMP5-AS1
JAG1
MACROD2
OTOR
CFAP61
INSM1
THBD
CD93
CST9
CST2
LINC01597
REM1
LINC00028
ID1
COX4I2
FOXS1
CCM2L
COMMD7
KIAA1755
PPP1R16B
TOX2
WFDC5
PTGIS
SNAI1
TSHZ2
CASS4
TFAP2C
PCK1
LINC01711
MIR646HG
SLC17A9
CHRNA4
STMN3
SOX18
C2CD4C
LINC01836
CFD
TMPRSS9
GADD45B
GNA15
SMIM24
MBD3L2B
MBD3L2
CLEC4G
KANK3
ADAMTS10
OR7G2
COL5A3
ICAM5
RGL3
CNN1
ZNF563
JUNB
KLF1
IER2
RLN3
DNAJB1
ADGRE3
NOTCH3
AKAP8
CYP4F3
TPM4
CCDC194
BST2
PDE4C
JUND
GDF15
ISYNA1
ZNF536
LINC01791
TSHZ3
CEBPA
CD22
PSENEN
PPP1R14A
C19orf33
CAPN12
ZFP36
LGALS16
ERICH4
PCAT19
LINC01480
CEACAM21
ERF
LYPD3
APOE
FOSB
NOVA2
IGFL4
IGFL3
PTGIR
SPACA4
RASIP1
TULP2
FTL
SLC17A7
MYBPC2
EMC10
KLK11
CD33
C19orf84
SIGLEC8
SIGLEC5
FPR3
ZNF331
LILRA6
LILRB5
LILRB2
CDC42EP5
LILRB1-AS1
DNAAF3
SYT5
ZNF547
ZSCAN4
LINC00278
TTTY20
USP9Y
UTY
TTTY14
TTTY10
TTTY13
LINC00528
LINC00896
IGLVI-38
LL22NC03-63E9.3
GGTLC2
IGLV3-9
IGLL5
IGLC3
IGLC7
GGT5
MYO18B
SEZ6L
MIAT
LIF
OSM
RNF185-AS1
TIMP3
HMOX1
APOL3
MYH9
NCF4
CYTH4
CARD10
DNAL4
PANX2
MIOX
TYMP
KLHDC7B
SHANK3
CHODL
NCAM2
LINC00158
CYYR1-AS1
CYYR1
ADAMTS5
LINC01695
BACH1
KRTAP19-1
KRTAP19-7
LINC01436
HLCS
ERG
MX2
MX1
PDE9A
FRGCA
TRPM2
TRPM2-AS
KRTAP10-12
MT-CO1
MT-CO2
MT-ATP6
MT-CO3
MT-ND3
MT-ND4
